protocol_type,service,flag,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,dst_host_count,dst_host_srv_count,class
udp,other,RSTOS0,13.309640698880298,1264.104658313418,335.2214873086915,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,0.7756014995134566,0.3260349494824286,0.07879415990426508,0.6145460594857565,0.465666217427555,0.06303594582268068,0.47110122453854486,0.8056079248659885,0.5468076439647367,0.2724997475115092,0.11525946362455675,0.8497004261187092,0.7600359203594902,0.05005509686557752,0.13782068642345935,51,32,normal
tcp,http,REJ,14.573726735432006,80.50314124721955,80.60690075723323,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,7,0.49101806163228456,0.027511209599656805,0.4618674462097969,0.31580939728394253,0.39001028085909173,0.8845873674403295,0.6171180075298406,0.1849329121435922,0.19273457296569596,0.2697946702369062,0.4156919401256307,0.23046540009561,0.08198548300824049,0.6747080747608791,0.9863929319466463,49,28,normal
tcp,http,S0,63.751341549824744,341.63550259775315,314.63704616951776,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,6,0.8009094138885402,0.9600142166808769,0.6841170157211217,0.6368119458176976,0.10725208850822754,0.7144887810447815,0.43896669025255786,0.041047978520801554,0.472105929438546,0.21583944152232915,0.5971795461757996,0.9894135339155938,0.408966496208542,0.24525976412661543,0.9246965262744533,48,36,probe
tcp,other,OTH,78.85651323345904,3262.157678718296,33.578537892462776,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,9,0.19383397755783416,0.8107636003295866,0.953721109163965,0.2928472773031915,0.4787223267021131,0.2942759871172239,0.4526828274603838,0.7277280582703873,0.39418117581280154,0.5011168477027963,0.4489401248927034,0.4231712276230569,0.3202419559556371,0.2775219590106274,0.030653275311434358,60,39,normal
tcp,http,S2,23.239699163453352,168.67087884346904,429.2555201039718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0.9416703051083323,0.4003289759079325,0.19206787639624123,0.21856816476886087,0.41092151937493915,0.4876179893123531,0.4902703041952363,0.4980238250627095,0.011030129486470863,0.4021270432198797,0.06051599333746638,0.7293596177163719,0.5005395216542278,0.32453733518993433,0.8824638133079088,55,26,dos
tcp,telnet,REJ,78.05068048974093,373.6530539289199,168.95144285181547,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,8,9,0.6614830172642326,0.30847367906853806,0.5483326649830583,0.3911974497762313,0.2328200262031287,0.05963984128281352,0.573197405162355,0.37110316693289624,0.3166596768178158,0.4055371870561958,0.7195530074556921,0.5661399482065069,0.8635856277459129,0.8856712476669881,0.13898739405915694,61,31,normal
icmp,smtp,S0,29.326393657362132,2693.250653734539,921.454314756968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,11,0.22290497638000695,0.08222308477008256,0.6481674438391707,0.3969182782687698,0.15819652802253736,0.17171125034904988,0.7928572805739142,0.2780168159610369,0.5445454417765102,0.9038745044038045,0.3495492414488952,0.6418536239294814,0.374949443207392,0.17279492888399806,0.8130364095539527,52,23,normal
tcp,http,OTH,97.47168941899189,412.01222091466025,236.0138208436262,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.11463548709163329,0.45110539588958054,0.16784613200182463,0.9946297577747257,0.40549393180674054,0.38168544740162624,0.05945058101397649,0.5949985968857942,0.9553729212015405,0.24737513455628934,0.3348084095072892,0.005694090979083244,0.171388989567558,0.9946228740632711,0.2277021981786258,47,28,r2l
tcp,other,S2,1.2609558826448692,398.50187114196706,1249.1373081640554,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,11,8,0.0006588168533903094,0.596080983404373,0.9738308644022362,0.31501854094596426,0.5593016853147281,0.7646802729223956,0.9599159494280646,0.2678099943244898,0.8741876604296707,0.5663362663084185,0.4025447893501819,0.14677419583773998,0.2879007321452841,0.3205122580831522,0.5728713586277716,48,29,r2l
udp,http,S2,4.359391672304128,1043.9950972118606,320.1707713637709,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,5,0.5039661803007022,0.2756876777442099,0.4762314231112731,0.6996206376762076,0.2997306316957761,0.10738617183199617,0.18775373276395035,0.8671414258807038,0.5450807515562722,0.955967763596395,0.5027421009870128,0.8094043766355619,0.49763451673459735,0.4830646128451752,0.25348017784125054,49,30,normal
tcp,ftp,RSTO,74.88405149607249,140.82333129371324,944.8174233579605,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,13,8,0.18911410094255443,0.8088665660756721,0.9265795811341302,0.8320201371253485,0.6939352735456418,0.9989895045241636,0.3860587693294161,0.5159400060788008,0.9161377318945201,0.8322170490018346,0.5529672672381474,0.8469910499860646,0.7951168120786799,0.18507123141772708,0.8047056491706133,49,34,normal
tcp,http,RSTOS0,48.92022679482593,3602.764502121756,176.39230715829257,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,3,0.9803707274209699,0.5071020379847769,0.3564795466616255,0.876099133009906,0.9618334433054305,0.9211216475350242,0.8849741165122057,0.9273329235210224,0.4404550753905341,0.835549929149939,0.2625794493460728,0.9177916929630473,0.11380598960808075,0.9088329139964781,0.1556755806473703,59,32,normal
tcp,http,OTH,40.93781656005514,321.61485917306493,300.3770967907006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,5,0.512380283271506,0.5278802851331724,0.29082980789530655,0.0901461253413538,0.21773702821411756,0.09818750335931303,0.9298360348439483,0.5537817409082075,0.18914770521091218,0.6095555844821811,0.30554183328284035,0.15267311535123784,0.07928905681285625,0.4357427743784096,0.4098320185423391,49,34,normal
icmp,http,SH,47.59315038782454,1540.3262640377573,502.104238489811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,11,0.02380174090800169,0.17780061594599383,0.23150809177483667,0.9450797246980331,0.9879860842221755,0.4726611162565373,0.46061358586476686,0.45646878040110905,0.9660803266815163,0.5372869572286697,0.3317211203605577,0.056087777191836885,0.8131977801741368,0.7805012321873015,0.4302192836805807,50,22,probe
tcp,http,RSTO,133.0993500304313,339.13587097804617,149.64181552678355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.5489753677437768,0.5864943169194919,0.5644836006765153,0.09306726458119463,0.7208715585432998,0.9323822448742003,0.8004789585686932,0.24597837389164345,0.09078409965490986,0.1476701342111184,0.2635053584670358,0.06203491331891986,0.4821768503267899,0.3706001300964614,0.7185120778564168,47,34,dos
tcp,http,REJ,53.2884343797629,322.09742427738837,535.4912551466888,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,13,7,0.5625638901198148,0.286529827168995,0.3888827161046403,0.20243978684306063,0.07779281115927983,0.3324816807565796,0.7157930751941618,0.6040505188216495,0.9735707519901761,0.5548459464163198,0.049130636900402425,0.9367667035244654,0.5605981056003474,0.5576103503726245,0.9068723748274109,49,27,normal
tcp,telnet,S1,52.131845243426454,59.23284310409788,170.26186907606436,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,9,13,0.32604669488666305,0.36715132326290667,0.3707010593493666,0.9676102996035288,0.26319352487695336,0.4999801218998803,0.4617895117205071,0.27852707663827014,0.693455975855042,0.3160267420709304,0.16475361448620884,0.7337774321199166,0.029353411060173085,0.014009840915908511,0.9652931480050023,55,29,r2l
tcp,ftp,RSTOS0,71.24570572318021,127.0616917396363,331.1079351125392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,11,0.9250469254446612,0.48574290134740594,0.7551212225876488,0.7282122874483683,0.8910024874942261,0.3761341749801719,0.7237869108911363,0.7396127664944064,0.8551783493930342,0.9757478990192905,0.6236095512411245,0.8946355888348196,0.05092329326499179,0.21984328368518025,0.3923498493417842,67,31,normal
tcp,smtp,RSTR,100.72791861195076,738.0761585521336,11.823603279628072,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,12,12,0.8531544854842514,0.43009917038299006,0.2633025158272242,0.23085772406098715,0.5437003260773491,0.4423075570777556,0.33825158420574086,0.30982876423197225,0.8535507478711709,0.33232852110576994,0.9931602973338386,0.8010927028447414,0.9539093429606963,0.9682183569051224,0.21038271644902828,51,31,dos
tcp,smtp,OTH,15.18464341201591,860.0124407638541,40.703910691592384,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.2680063215894627,0.37341111235566615,0.19477407779398026,0.1710389806093926,0.7940235502045396,0.7783715810729858,0.813050624107984,0.5359208316152874,0.7966537930549472,0.048571630483628336,0.5406954732608059,0.41247612052650273,0.05962342222978634,0.6812608348540944,0.3558191212502151,54,21,dos
udp,other,S1,47.953239233722265,1691.9694537830421,128.80357321399094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,11,0.5142742916531579,0.8506668371065856,0.4882492081597739,0.01827656593845417,0.7532425194031144,0.7533214714754636,0.8977970427794719,0.11973007881417141,0.5544127631844454,0.5153710700118707,0.06303033371171729,0.7038904672927494,0.559894154002509,0.2891669294656859,0.19112356197708158,54,24,probe
tcp,other,REJ,43.850491838187786,62.10435508068295,821.2208026016189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.43797773142911023,0.47547712176126233,0.6232945705243691,0.27089892691263184,0.076027158504137,0.5266726412939701,0.6340556829766075,0.11934391892277474,0.26028409192925583,0.3830168496404326,0.16978896675895616,0.2810420596822917,0.7954804474410684,0.5598313622789992,0.444930623706572,59,34,dos
tcp,telnet,OTH,7.242588867985305,440.2897876444078,539.970140510762,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9,6,0.6069401003947381,0.25342886123342245,0.18371820236697367,0.7590110393448936,0.3542703071142068,0.8053076315672938,0.8985004180709215,0.2160158921225961,0.7561309095106196,0.6788089720071505,0.5491302608697167,0.674327037437364,0.5959725967593965,0.6519185935730903,0.8770592471330196,45,26,normal
udp,other,S0,36.7314877764707,223.34213434779275,1119.5616712968417,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,3,0.6851054893310284,0.6569291966243723,0.6227287687424748,0.8096475251413978,0.12091771418576314,0.33402868386143314,0.1295244949295713,0.41871049765485724,0.3584208726825019,0.09851833016215483,0.8927784241303107,0.15263375755980724,0.002006851306885604,0.9377013170683023,0.4291158684783013,39,25,dos
icmp,smtp,OTH,3.604374605586986,442.97620022270314,1175.420033163691,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,13,8,0.061866430547264706,0.8104752353517468,0.7903389015909088,0.6860179618454983,0.4555500573193809,0.4594492333763508,0.5351034341408951,0.12846422726981577,0.2735121403919184,0.6934446235699129,0.8391015089567686,0.5999262115099359,0.9527639327244463,0.5276682631743667,0.5641244636776603,46,31,normal
tcp,smtp,SF,10.225879048061033,437.4306034707127,234.73900530871242,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,8,3,0.2200351672280364,0.9975176475162595,0.8056684627113848,0.9315441551056486,0.9760583865384872,0.40544813916572164,0.0034988314076991323,0.43408973882506197,0.1580739440757858,0.11392570352365461,0.19697950417778576,0.3354588179941451,0.24047279417698708,0.9459767879203524,0.2460464124158238,39,24,probe
tcp,ssh,SH,122.07114522843577,437.3889506685962,229.06196154639943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,6,0.9571083489619352,0.49487778762891965,0.16968775111352818,0.8703213681601509,0.9045955843331012,0.2209315950167796,0.24163589010438313,0.10613769984028187,0.32939212340062807,0.30995216775700585,0.19815549218997353,0.925829404713164,0.866734369068001,0.5702380567871214,0.36889735938645607,53,28,normal
tcp,ssh,RSTO,6.348686007070804,370.53256710683206,903.1616532616806,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,6,0.1264209946460334,0.3980585538178796,0.4015535361201179,0.3062719463057283,0.6201364466213566,0.5942753081904435,0.7375630244655452,0.6461846948308234,0.6063294868342818,0.6879702587580298,0.9973434317801987,0.052301151796259826,0.32416029524967815,0.47447844573410414,0.43634899321857246,59,30,normal
icmp,ftp,S0,43.246182617246596,1443.8306717965065,277.9492142526623,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,6,0.53128520572613,0.610029466979349,0.928463084198884,0.07694861433547306,0.8391005771706188,0.2579577198856561,0.16264319433239138,0.2844441174220821,0.39969831942165523,0.7032660215675606,0.37804376782378835,0.23000206500103715,0.5408764219637093,0.10810604385242006,0.8711077462686753,49,23,normal
icmp,smtp,REJ,19.53971483305026,1170.2359686283512,973.1596833907028,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9,10,0.39563945560834857,0.6767802575958121,0.7828292046926195,0.8319631023044983,0.3751501703834845,0.5383357299524457,0.9802411817720211,0.38854164082234055,0.04426900220433949,0.3071094173649832,0.9135076700561441,0.03708533681914672,0.5437863850501278,0.25120583373655203,0.7592095882039869,45,25,normal
tcp,other,RSTOS0,40.519263443099604,417.74402937669953,352.53886969900896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,5,0.5573069625829706,0.4854127244581802,0.19115980790261444,0.30690991905929965,0.6472813849020235,0.6343202481476387,0.6674073046234464,0.920124220071044,0.08475729401315157,0.7343069506246949,0.8196795105320146,0.04773593860361358,0.4143897492081947,0.5976481308682523,0.4520021295898963,50,29,dos
udp,other,REJ,13.392243036205556,158.39579709067945,276.44322411363623,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,8,5,0.021504866265374623,0.9549127855047149,0.08194697865269918,0.6302553103809538,0.7903648627988846,0.7693515557539905,0.6342963952285956,0.7248421361292363,0.2620194170709528,0.9145447452086548,0.8733790160829299,0.7228181462179105,0.7467533392473831,0.5480314587723648,0.34109441074453817,47,38,normal
tcp,smtp,S1,29.383484508185937,730.3930091513718,163.60654600177708,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,0.9897632046937342,0.48464256017040486,0.9667294486903627,0.23042119678882278,0.3073262178408106,0.7727973515456938,0.533979044719742,0.16299735683332617,0.8023913508596181,0.1324941032041318,0.37887626069308555,0.47947215172669166,0.01883706158364229,0.9422080026493678,0.4551629694814715,51,26,normal
tcp,telnet,SF,100.99581573699578,2511.426660803949,67.61604439802393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0.4350589316704636,0.04907341951508648,0.3202098020271681,0.7875370895548751,0.38051842772112343,0.22406182332084057,0.7439216611267082,0.5150357184954968,0.5701984639150286,0.6647583479532807,0.6098949714998558,0.581929159342635,0.6371582026882534,0.08226689577315638,0.3047674668142243,55,26,dos
tcp,http,S1,23.59763459729901,131.88627897765588,373.17093807800177,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,10,0.9498693019273944,0.8505436459305953,0.15876671489826777,0.45038994657455433,0.9027504226007458,0.5663272523944498,0.3448218548486057,0.5144059465410171,0.4447222771209618,0.7329684052355975,0.22036364857907953,0.9496295100778261,0.2804038061810755,0.507943265798376,0.07897439038970322,39,38,normal
udp,http,RSTOS0,21.772840162288258,1398.4877915585505,196.6880739345311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,8,0.9496114945773226,0.5054133563963358,0.8082794137975321,0.01707536431677814,0.48592210375031963,0.3108678822206846,0.7058629020484948,0.04519391377001547,0.45683444834071385,0.015105391638092991,0.8859980480287954,0.7609102737194617,0.8035010574564627,0.050543910049943186,0.3041872640966251,51,39,normal
tcp,smtp,OTH,29.540187721411478,914.7395908509476,143.46799008087632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,7,0.710961429145671,0.9117017255725265,0.04681001907035909,0.20772013217363183,0.6147847953960045,0.9540854546488018,0.4207125091688778,0.5722703259748243,0.11651718208494433,0.4519893021651288,0.9047194705129648,0.03447869523125602,0.4547856083512275,0.3708070181063705,0.7412224954887843,66,35,r2l
udp,smtp,S2,5.2954135181977,888.1652987559561,92.96011188884506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0.5647472924973693,0.30961040704712584,0.7939797936674269,0.5404010457498996,0.37722845729366883,0.39952429655647737,0.985337077860396,0.006977957070964269,0.10503132960691053,0.835952087590495,0.16870672394639585,0.7280554928196543,0.8894587753084302,0.04488550722498075,0.04897694211280734,43,30,dos
udp,http,S1,24.497830598621608,2728.107608447867,246.02002567803237,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,6,0.41053942937450694,0.8290763498836616,0.3016311463972593,0.8683543748706821,0.471966329677761,0.8042214799504446,0.32037932900840127,0.7565520705869102,0.3400422080959755,0.4999362002798008,0.7167548098173498,0.6701402756284186,0.870079086922581,0.6832482800644905,0.308231014151351,48,25,normal
udp,other,S3,0.3462083721185627,3122.2162671961282,405.82209225275966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,0.8870496711601117,0.6242112582369549,0.5055637895010208,0.5970911557629696,0.7245306345480078,0.373591347109686,0.660881094068593,0.3258291682224421,0.2945841607906734,0.23580171131769945,0.19756951058134153,0.1971900024194687,0.2398680622926863,0.6768604987276509,0.5416027131549909,42,33,normal
tcp,smtp,S2,34.99823285653501,279.50193962790974,907.0821899829502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,12,0.6547844720833157,0.6320499901201524,0.9363017930224424,0.7575614420622692,0.42554345311691677,0.20814438686104608,0.8068415376229573,0.8955547554596288,0.2901123620077526,0.34726707295778236,0.10349889583696437,0.6864445204169216,0.6960646822579697,0.9694502782182886,0.3416593237249208,54,29,normal
tcp,ftp,RSTR,94.1743598043043,1652.747543988233,857.9272804091083,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,6,0.30145749046895554,0.13422688926022242,0.8569028014582999,0.8929406140779905,0.22680617376914236,0.12472905047194927,0.25014971736333225,0.45815810846107985,0.7949986652631374,0.3691397126139331,0.6681257454825037,0.2156230857886834,0.574286489101451,0.7694864050768842,0.40887387232118133,48,32,normal
tcp,http,S0,40.156261916836996,969.6894731431832,965.7295098312322,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,1,9,10,0.9812072993870306,0.19932273227745234,0.5624984942520876,0.020236152229029747,0.4229932520201728,0.32678946600761316,0.5569571564510443,0.3467240687313059,0.9461916336923512,0.27615843964194575,0.6530322984069415,0.1705338117824523,0.8798331011854027,0.3865215203546204,0.10935739706931191,42,24,dos
tcp,http,OTH,46.78963044128018,525.6780267924545,429.28647792643966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.14822954165673274,0.3577340988682278,0.7598992775107923,0.05320509004768814,0.14077094282448344,0.2965900217559341,0.45763304106751235,0.6814701953644852,0.6159289850771347,0.0093679007944647,0.90475284157155,0.07303666520201213,0.07851656235561943,0.656941163611141,0.9239984959924129,54,32,normal
tcp,other,RSTOS0,1.5520085662342566,1095.4811253625153,409.97909099242406,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,6,0.9358473980865125,0.3268503082208193,0.2273714529936971,0.7288428241173791,0.4160642171177217,0.6269017311728107,0.4771065889714118,0.029482421952617965,0.798979420540938,0.5812745806113453,0.5521828510944208,0.7747927082185518,0.8399361917180479,0.9068367236007033,0.5296551296359123,56,28,u2r
icmp,ssh,REJ,98.13272079679486,3122.810845404324,1177.685378896179,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,12,10,0.9074607007744957,0.003335950414075972,0.04462190206882688,0.41332853449058704,0.24564585314250065,0.9620726350046468,0.5209043792062813,0.9103829929821636,0.2801824905567396,0.6832135374429559,0.508137232340065,0.931267271122929,0.261641596938854,0.5929836408210568,0.08562958067500981,44,32,normal
tcp,other,OTH,24.30693940516476,727.4805568254799,170.22289906290084,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,7,0.38826314463385814,0.854383751898718,0.24526855793727131,0.06703947118747444,0.0668698777715041,0.02291433611274396,0.3964232046764746,0.8724715841232543,0.14456314042613427,0.4189196783084781,0.8939574156250796,0.9792547360754107,0.9003100638131798,0.0995271118647697,0.4623978484852721,56,29,normal
tcp,other,RSTR,184.1501986438329,2814.7422127883706,78.59045523187635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,0.4697786867566184,0.27503604101583967,0.6046691212265034,0.685507096613599,0.036637767157344237,0.05691141624795959,0.1485273678375869,0.18904696301088553,0.29492611369406097,0.1412219191431956,0.1317607208292939,0.3866119536389845,0.5434488496394497,0.8079055675987559,0.7996836392925686,49,15,dos
tcp,smtp,S1,6.4181170200461395,1029.7036806358917,43.20111160282839,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,10,0.018926259565330894,0.3237952405237482,0.3164125060275841,0.8321312188872961,0.9813473938027193,0.4860378904471777,0.5472816821656206,0.7545910613933313,0.6600418046759928,0.6513457526408051,0.4255719219154992,0.7946158918127035,0.8466430892976334,0.035778042346398364,0.6504824922366832,44,36,normal
tcp,http,S0,144.72370435441061,659.5368701795585,1064.503463868663,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,13,10,0.8494415778291804,0.4569303473290849,0.8458410282697535,0.8595724020490861,0.37754146899018404,0.8049761492212815,0.4637330305575379,0.648010284061898,0.34476173654544107,0.6346371607879192,0.3229520916455657,0.9678687666552466,0.7192831765830776,0.11153972442155635,0.1902531095886264,56,32,dos
tcp,other,S2,50.2958543839002,1033.3034274133217,232.42702822970725,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,5,0.6776842217469148,0.275464777289105,0.4090875222512589,0.9895306632132762,0.5544196976726075,0.2530496778285223,0.23644475364100637,0.2913090130510483,0.37980295195298575,0.6235915339964653,0.06389959131386025,0.126820831367758,0.30951986189809055,0.6161539108878431,0.3633146043677078,44,28,normal
tcp,other,S3,2.687990386114496,922.6636082333358,345.30147968643877,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,13,6,0.4925566039370095,0.5178381534814261,0.389091376311991,0.41554520336819467,0.743373771932914,0.7195089940778563,0.2161182286395812,0.208667958434252,0.6451885709453279,0.6847959231895071,0.24163241887096765,0.7056971945629326,0.9135959415250905,0.9501583207491481,0.9668531261549916,45,33,normal
icmp,ssh,S2,178.243044479466,547.6579157584365,812.4281998888887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,6,0.43027001276634125,0.8898924191331189,0.3680254980216693,0.2171865786697179,0.13498309257211483,0.6034220545014083,0.10001814213215088,0.29337983074943097,0.4745475907500234,0.6827695586291971,0.7947118229483192,0.05611101215182235,0.43559228346455203,0.6613415417584924,0.5241131603794726,42,35,dos
tcp,telnet,RSTO,0.6985099266218417,826.5879337677395,233.53839420779696,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,6,0.05585140741720307,0.6040202859802187,0.7916553319531358,0.5766187721781458,0.6968329008796198,0.27972452862347386,0.05906099001526599,0.4836002545570365,0.33363525469225996,0.36903792693537085,0.15744410169711442,0.34270839983227164,0.7105044304741122,0.6397493636274336,0.1507406443418403,50,30,normal
icmp,telnet,RSTOS0,65.59649527851215,1214.8607735936082,1012.3053083027462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,4,0.5994152902945765,0.2985055807980973,0.24332784814125097,0.5410883763723519,0.33595589393713965,0.47316301987925413,0.7573143938835876,0.4148192225834745,0.6391353111739525,0.5541477389897145,0.5500095384720705,0.16599130548927155,0.698684375088158,0.6094401277471415,0.9200905119586963,41,41,normal
udp,smtp,S2,110.15054104475766,1825.5207767307106,194.08123519226825,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,7,0.6416881442947675,0.12867951294677393,0.8463331146158809,0.9172330609295133,0.1143897145926227,0.8315765658064969,0.9681562186645388,0.9770235503153503,0.8613618834078084,0.725614559638002,0.011911112764715348,0.9518243169389272,0.49558916603602365,0.24273895082016972,0.18549731638938816,45,40,dos
tcp,ftp,SF,9.667803944852919,362.88092673629654,659.0977670829187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,6,0.3866190669565843,0.5040343076952806,0.23723430855659355,0.027943883247134926,0.212703264632905,0.6515845969915792,0.7374158344326281,0.45623329108236,0.9487446363467162,0.15913334243705135,0.019166793974634277,0.561711585111483,0.7118176850319129,0.6279005185417105,0.06089164594300711,52,30,dos
icmp,other,RSTOS0,21.03075387950454,14.756267161140265,550.3621664630707,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,7,13,0.6478549180837334,0.8781010318947657,0.4811468155850902,0.16593197257950176,0.051669251056013055,0.6883905809199671,0.3778026399115664,0.5962708343903166,0.1310222658336454,0.8320133990755062,0.7202985207653988,0.10292039659560703,0.3968320748130698,0.1954616072377705,0.743073536040845,44,31,normal
tcp,ssh,RSTO,41.188920910985345,801.2178139303381,112.41380005101938,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,11,0.13620138633261558,0.8328900155638522,0.08279991162084177,0.9840785493327386,0.9644887108000503,0.16821952388732586,0.888726650043829,0.7606213927256239,0.39285557053234577,0.07633784861952375,0.43964403967080345,0.03245057622859959,0.17945978478062996,0.6536759511396578,0.38141864500190725,60,37,u2r
udp,http,RSTOS0,56.94192394902283,671.9419476098873,66.47881024008318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,9,0.15086997186323203,0.11840441881128605,0.9504462505627985,0.783701961491706,0.7352290069207226,0.32948452362255964,0.1016081055510285,0.5833041560301016,0.7026775268761897,0.9838483777382275,0.7626907518716757,0.7053763647417306,0.37067199312950183,0.9917203339287441,0.8318610735500108,44,38,normal
tcp,smtp,RSTOS0,102.73778510716905,55.7228833922866,59.14108387672093,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,12,8,0.9957895231497546,0.2717395552131021,0.8943571333881272,0.25059826409877506,0.5422346358054508,0.7359552978786198,0.468489916959424,0.31176870959521563,0.7792344192699016,0.5615937233749108,0.6129925533647447,0.9407227465807505,0.8084406732672135,0.8948395848915291,0.19715952137095905,54,27,probe
udp,http,S3,71.57933138804862,1001.0494027054589,526.2182490850596,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,18,6,0.6526205942174191,0.9399966221560941,0.5796724561430026,0.5412472521066453,0.1442313106480847,0.24817110802031372,0.9952987468055036,0.10019638517279916,0.11870283171518192,0.6391417913221655,0.8980973697794205,0.7365577565353227,0.7135487605582309,0.2900554650265448,0.35142075708882947,46,34,dos
udp,http,S3,22.57528037938191,2837.0266804226494,6.514130724189717,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,7,0.5368450624529101,0.28803564217952504,0.193311511491148,0.4156336681113403,0.5173508873733044,0.5881629133794178,0.9289438674306235,0.8954413719119175,0.2993846802150204,0.9610949434908951,0.9447915473356661,0.5896983565687232,0.2524779690538178,0.4446191083973635,0.5477839884190369,50,39,probe
udp,other,REJ,86.21994375933757,514.5522021771114,540.3972651327397,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,9,0.19160862879738116,0.03646385801110785,0.5595517743682665,0.5409263884091227,0.11889402752261657,0.10963679055842612,0.9719506458468902,0.6062603420327294,0.9601232749740956,0.14400145322147972,0.1983557927275974,0.5668061444086443,0.36243248322275257,0.7081848085494119,0.15464133718436102,47,28,dos
